Well_API,Well_ID,Well_Status,Oil_Sales,Gas_Sales,Stripper_flg,Well_Tot_Mill,Well_Asd_Val,H1000,H5280,Well_PTax,Sum_Home_Asd_Val,Sum_Home_PTax,Avg_PTax_Home,Avg_H1000_NoWell,H1000_Effect,Well_in_View,Avg_H5280_NoWell,H5280_Effect,Ptax_Effect,Net_Difference,PA_Candidate
05-013-06409,6409,SI,,,N,79.216,3977,0,595,315.042032,357410775,3495984.26,5875.603798,0,0,0,5881.479402,3499.480244,3499.480244,-3184.438212,1
05-013-06414,6414,PA,,,N,101.278,6054,1,275,613.137012,305475353,2075999.62,7549.089527,7609.482243,60.87585795,1,7556.638617,2070.518981,2131.394839,-1518.257827,1
05-013-06415,6415,SI,,13,N,101.278,6041,2,143,611.820398,170220763,1161881.01,8125.042028,8190.042364,131.0406778,1,8133.16707,1154.909724,1285.950402,-674.1300038,1
05-013-06416,6416,SI,,2,N,88.302,29905,3,30,2640.67131,45669406,276146.02,9204.867333,9278.506272,222.6841505,1,9214.072201,267.2080938,489.8922443,2150.779066,0
05-013-06418,6418,PA,,,N,101.278,5453,2,33,552.268934,36752180,236051.66,7153.080606,7210.305251,115.364884,1,7160.233687,229.127478,344.492362,207.776572,0
05-013-06421,6421,SI,,30,N,92.963,3990,9,1804,370.92237,1072535699,9758385.83,5409.304784,5452.579222,392.585704,1,5414.714089,9762.729502,10155.31521,-9784.392836,1
05-013-06422,6422,SI,,18,N,93.963,3985,0,1399,374.442555,855305750,7910379.23,5654.309671,0,0,0,5659.963981,7918.289609,7918.289609,-7543.847054,1
05-013-06423,6423,PR,,12,N,101.278,6082,0,36,615.972796,37615300,255718.65,7103.295833,0,0,0,7110.399129,255.9743687,255.9743687,359.9984274,0
05-013-06424,6424,PR,,7,N,101.278,6044,0,76,612.124232,96844555,664302.7,8740.825,0,0,0,8749.565825,664.9670027,664.9670027,-52.8427707,1
05-013-06426,6426,PA,,,N,101.278,4,1,9,0.405112,7973310,55176.57,6130.73,6179.77584,49.43820672,1,6136.86073,49.09488584,98.53309256,-98.12798056,1
05-013-06431,6431,PA,,,N,101.278,24082,0,5,2438.976796,4001470,28292.42,5658.484,0,0,0,5664.142484,28.32071242,28.32071242,2410.656084,0
05-013-06433,6433,PA,,,N,101.278,4005,0,14,405.61839,16893630,116799.29,8342.806429,0,0,0,8351.149235,116.9160893,116.9160893,288.7023007,0
05-013-06437,6437,SI,,7,N,101.278,6041,1,5,611.820398,2494670,17193.26,3438.652,3466.161216,27.72928973,1,3442.090652,13.76836261,41.49765234,570.3227457,0
05-013-06441,6441,SI,,9,N,101.278,6041,1,7,611.820398,4220110,28170.73,4024.39,4056.58512,32.45268096,1,4028.41439,24.17048634,56.6231673,555.1972307,0
05-013-06442,6442,SI,,18,N,92.963,32037,3,1318,2978.255631,811726070,7729977.42,5864.929757,5911.849195,141.8843807,1,5870.794687,7731.836603,7873.720983,-4895.465352,1
05-013-06443,6443,SI,25,3,N,79.216,7360,5,49,583.02976,29168960,156763.31,3199.251224,3224.845234,128.9938094,1,3202.450476,153.7176228,282.7114322,300.3183278,0
05-013-06447,6447,SI,,1,N,101.278,23495,0,11,2379.52661,8726810,57228.16,5202.56,0,0,0,5207.76256,57.28538816,57.28538816,2322.241222,0
05-013-06448,6448,PA,,,N,79.216,34831,20,1191,2759.172496,385610373,2330077.87,1956.404593,1972.05583,315.5289327,1,1958.360997,2330.449587,2645.97852,113.1939764,0
05-013-06449,6449,PR,588,10208,N,101.278,69905,0,9,7079.83859,10367890,70716.84,7857.426667,0,0,0,7865.284093,70.78755684,70.78755684,7009.051033,0
05-013-06454,6454,PR,265,864,Y,93.963,36181,18,1974,3399.675303,1095806850,9023617.76,4571.234934,4607.804814,663.5238932,1,4575.806169,9028.065572,9691.589465,-6291.914162,1
05-013-06457,6457,PA,,,N,111.053,15434,19,1350,1713.992002,893260095,7798575.94,5776.722919,5822.936702,885.0863787,1,5782.499641,7800.592016,8685.678395,-6971.686393,1
05-013-06458,6458,PA,,,N,111.053,6080,9,1791,675.20224,1130175400,10303771.33,5753.08282,5799.107482,417.5357387,1,5758.835902,10308.31627,10725.852,-10050.64976,1
05-013-06460,6460,PA,,,N,87.302,4349,59,2739,379.676398,1763345718,10881804.39,3972.911424,4004.694715,1890.215906,1,3976.884335,10888.70931,12778.92522,-12399.24882,1
05-013-06463,6463,PA,,,N,118.368,25279,2,657,2992.224672,405096678,3088713.52,4701.238234,4738.84814,75.82157024,1,4705.939473,3087.096294,3162.917864,-170.6931923,1
05-013-06464,6464,SI,,3,N,96.432,5453,0,133,525.843696,34761950,187428.07,1409.233609,0,0,0,1410.642843,187.6154981,187.6154981,338.2281979,0
05-013-06466,6466,PA,,,N,87.302,3989,78,3435,348.247678,2079861793,12870666.7,3746.918981,3776.894333,2356.782064,1,3750.6659,12879.7867,15236.56876,-14888.32109,1
05-013-06473,6473,PA,,,N,93.963,23690,4,35,2225.98347,36853140,228383.18,6525.233714,6577.435584,210.4779387,1,6531.758948,222.0798042,432.5577429,1793.425727,0
05-013-06483,6483,PA,,,Y,88.302,16981,5,128,1499.456262,143737406,881670.48,6888.050625,6943.15503,277.7262012,1,6894.938676,875.6572118,1153.383413,346.072849,0
05-013-06500,6500,SI,,,N,101.278,23242,0,147,2353.903276,103042470,816340.08,5553.333878,0,0,0,5558.887211,817.1564201,817.1564201,1536.746856,0
05-013-06501,6501,SI,40,760,N,101.278,22922,1,57,2321.494316,47394692,319665.2,5608.161404,5653.026695,45.22421356,1,5613.769565,314.3710956,359.5953092,1961.899007,0
05-013-06503,6503,SI,66,1111,N,101.278,22834,1,48,2312.581852,39362683,267657.36,5576.195,5620.80456,44.96643648,1,5581.771195,262.3432462,307.3096826,2005.272169,0
05-013-06504,6504,SI,7,78,N,101.278,21968,0,8,2224.875104,5258509,33354.46,4169.3075,0,0,0,4173.476808,33.38781446,33.38781446,2191.48729,0
05-013-06505,6505,SI,90,1474,N,101.278,61661,0,29,6244.902758,25900323,176278.94,6078.584138,0,0,0,6084.662722,176.4552189,176.4552189,6068.447539,0
05-013-06506,6506,PR,967,5040,N,118.368,130219,17,729,15413.76259,417654026,3539067.96,4854.68856,4893.526068,665.5195453,1,4859.543248,3537.747485,4203.26703,11210.49556,0
05-013-06507,6507,PR,415,7021,N,101.278,44484,0,19,4505.250552,20891590,145201.25,7642.171053,0,0,0,7649.813224,145.3464513,145.3464513,4359.904101,0
05-013-06508,6508,SI,165,3864,N,101.278,42076,1,21,4261.373128,19210569,130389.83,6209.039524,6258.71184,50.06969472,1,6215.248563,124.3049713,174.374666,4086.998462,0
05-013-06509,6509,SI,110,1837,N,101.278,42880,2,35,4342.80064,37555250,240765.97,6879.027714,6934.059936,110.944959,1,6885.906742,234.1208292,345.0657882,3997.734852,0
05-013-06510,6510,SI,212,3203,N,93.963,50668,5,62,4760.917284,56173240,366268.78,5907.560968,5954.821455,238.1928582,1,5913.468529,360.7215803,598.9144385,4162.002846,0
05-013-06511,6511,SI,538,5028,N,101.278,88141,13,46,8926.744198,38174813,257987.86,5608.431739,5653.299193,587.9431161,1,5614.040171,252.6318077,840.5749238,8086.169274,0
05-013-06512,6512,SI,57,526,N,101.278,22750,0,56,2304.0745,48077303,326314.43,5827.043393,0,0,0,5832.870436,326.6407444,326.6407444,1977.433756,0
05-013-06513,6513,SI,,9,N,101.278,27554,0,54,2790.614012,89739403,620912.68,11498.38296,0,0,0,11509.88135,621.5335927,621.5335927,2169.080419,0
05-013-06516,6516,SI,,,N,101.278,21988,1,21,2226.900664,19210569,130389.83,6209.039524,6258.71184,50.06969472,1,6215.248563,124.3049713,174.374666,2052.525998,0
05-013-06517,6517,PA,,,N,101.278,22286,2,55,2257.081508,44284092,297929.7,5416.903636,5460.238865,87.36382185,1,5422.32054,292.8053092,380.169131,1876.912377,0
05-013-06518,6518,PR,642,10780,N,101.278,67254,0,114,6811.350612,100412265,678357.51,5950.504474,0,0,0,5956.454978,679.0358675,679.0358675,6132.314744,0
05-013-06519,6519,SI,39,1708,N,101.278,23336,4,49,2363.423408,39730543,268075.71,5470.932857,5514.70032,176.4704102,1,5476.40379,262.8673819,439.3377922,1924.085616,0
05-013-06520,6520,PR,,851,N,101.278,22542,0,57,2283.008676,45210503,305731.14,5363.704211,0,0,0,5369.067915,306.0368711,306.0368711,1976.971805,0
05-013-06521,6521,SI,206,2466,N,101.278,65221,0,85,6605.452438,67152933,451661.06,5313.659529,0,0,0,5318.973189,452.1127211,452.1127211,6153.339717,0
05-013-06522,6522,SI,85,2646,N,101.278,27771,0,13,2812.591338,10292709,65805.13,5061.933077,0,0,0,5066.99501,65.87093513,65.87093513,2746.720403,0
05-013-06524,6524,SI,,,N,101.278,21945,4,540,2222.54571,338102711,2630167.39,4870.680352,4909.645795,157.1086654,1,4875.551032,2627.922006,2785.030672,-562.4849618,1
05-013-06525,6525,SI,125,1843,N,101.278,23583,1,21,2388.439074,20061499,136346.37,6492.684286,6544.62576,52.35700608,1,6499.17697,129.9835394,182.3405455,2206.098529,0
05-013-06526,6526,SI,,,N,101.278,22134,1,44,2241.687252,36627613,247261,5619.568182,5664.524727,45.31619782,1,5625.18775,241.8830733,287.1992711,1954.487981,0
05-013-06531,6531,SI,121,1885,N,101.278,21057,3,15,2132.610846,13350329,90366.13,6024.408667,6072.603936,145.7424945,1,6030.433075,84.42606305,230.1685575,1902.442288,0
05-013-06533,6533,PR,1059,10694,N,118.368,122802,27,741,14535.82714,422846946,3614902.77,4878.411296,4917.438586,1062.166735,1,4883.289707,3613.634383,4675.801118,9860.026022,0
05-013-06534,6534,PR,1412,12179,N,118.368,120960,26,741,14317.79328,422846946,3614902.77,4878.411296,4917.438586,1022.827226,1,4883.289707,3613.634383,4636.461609,9681.331671,0
05-013-06536,6536,PR,259,5171,N,118.368,41681,113,825,4933.696608,475259066,4016449.65,4868.423818,4907.371209,4436.263573,1,4873.292242,4015.592807,8451.85638,-3518.159772,1
05-013-06537,6537,PR,791,8230,N,101.278,105993,0,18,10734.75905,19812890,136423.09,7579.060556,0,0,0,7586.639616,136.5595131,136.5595131,10598.19954,0
05-013-06538,6538,PR,,8,N,97.463,34097,0,40,3323.195911,58072530,375955.99,9398.89975,0,0,0,9408.29865,376.331946,376.331946,2946.863965,0
05-013-06539,6539,PR,485,7751,N,101.278,68179,4,1781,6905.032762,960966847,7754590.51,4354.065418,4388.897942,140.4447341,1,4358.419484,7757.986681,7898.431415,-993.3986532,1
05-013-06540,6540,PA,,,N,101.278,21,0,20,2.126838,19449399,132102.69,6605.1345,0,0,0,6611.739635,132.2347927,132.2347927,-130.1079547,1
05-013-06541,6541,SI,162,2427,N,93.963,30061,2,60,2824.621743,53308010,347336.36,5788.939333,5835.250848,93.36401357,1,5794.728273,341.8889681,435.2529817,2389.368761,0
05-013-06543,6543,SI,238,2625,N,101.278,53569,1,58,5425.361182,48986412,331305.72,5712.167586,5757.864927,46.06291942,1,5717.879754,325.919146,371.9820654,5053.379117,0
05-013-06544,6544,SI,,,N,101.278,21974,0,104,2225.482772,85423053,574832.57,5527.23625,0,0,0,5532.763486,575.4074026,575.4074026,1650.075369,0
05-013-06545,6545,SI,206,2489,N,101.278,63189,0,49,6399.655542,35307573,237199.55,4840.807143,0,0,0,4845.64795,237.4367496,237.4367496,6162.218792,0
05-013-06546,6546,PA,,,N,101.278,22234,0,36,2251.815052,32144449,216398.29,6011.063611,0,0,0,6017.074675,216.6146883,216.6146883,2035.200364,0
05-013-06547,6547,SI,,,N,101.278,18872,0,188,1911.318416,127030540,983311.73,5230.381543,0,0,0,5235.611924,984.2950417,984.2950417,927.0233743,0
05-013-06548,6548,SI,216,3216,N,101.278,49688,0,15,5032.301264,12040109,79442.25,5296.15,0,0,0,5301.44615,79.52169225,79.52169225,4952.779572,0
05-013-06549,6549,SI,214,3269,N,101.278,46561,0,13,4715.604958,10292709,65805.13,5061.933077,0,0,0,5066.99501,65.87093513,65.87093513,4649.734023,0
05-013-06550,6550,SI,136,2141,N,101.278,30835,1,631,3122.90713,378917471,2986821.17,4733.472536,4771.340316,38.17072253,1,4738.206008,2985.069785,3023.240508,99.66662231,0
05-013-06551,6551,SI,,,N,101.278,21947,0,395,2222.748266,237114470,1873229.9,4742.354177,0,0,0,4747.096531,1875.10313,1875.10313,347.6451361,0
05-013-06552,6552,SI,148,3869,N,101.278,25635,4,49,2596.26153,39730543,268075.71,5470.932857,5514.70032,176.4704102,1,5476.40379,262.8673819,439.3377922,2156.923738,0
05-013-06553,6553,PR,344,6253,N,101.278,87589,0,113,8870.838742,97419475,657151.86,5815.503186,0,0,0,5821.318689,657.8090119,657.8090119,8213.02973,0
05-013-06554,6554,SI,137,3548,N,101.278,61899,2,28,6269.006922,30555520,197661.74,7059.347857,7115.82264,113.8531622,1,7066.407205,190.7929945,304.6461568,5964.360765,0
05-013-06555,6555,PR,354,8120,N,118.368,66770,118,825,7903.43136,475259066,4016449.65,4868.423818,4907.371209,4632.558421,1,4873.292242,4015.592807,8648.151228,-744.7198684,1
05-013-06556,6556,PR,265,5300,N,118.368,45673,114,825,5406.221664,475259066,4016449.65,4868.423818,4907.371209,4475.522542,1,4873.292242,4015.592807,8491.11535,-3084.893686,1
05-013-06557,6557,SI,218,3503,N,93.963,48828,1,321,4588.025364,191302270,1435883.71,4473.157975,4508.943239,36.07154591,1,4477.631133,1432.841963,1468.913508,3119.111856,0
05-013-06558,6558,SI,,746,N,168.048,34153,156,1867,5739.343344,1187306618,11047939.8,5917.482485,5964.822345,7444.098287,1,5923.399968,11053.06434,18497.16263,-12757.81928,1
05-013-06559,6559,SI,,,N,168.048,4135,20,1665,694.87848,1087360964,10180560.9,6114.450991,6163.366599,986.1386558,1,6120.565442,10184.6209,11170.75955,-10475.88107,1
05-013-06560,6560,PA,,,N,168.048,30700,18,1663,5159.0736,1086691464,10175656.36,6118.855298,6167.80614,888.1640842,1,6124.974153,10179.70704,11067.87113,-5908.797526,1
05-013-06561,6561,PA,,,N,168.048,4072,158,2029,684.291456,1238273445,11240953.19,5540.1445,5584.465656,7058.764589,1,5545.684644,11246.64846,18305.41305,-17621.12159,1
05-013-06562,6562,PA,,,N,168.048,41629,155,2023,6995.670192,1233420745,11195986,5534.347998,5578.622782,6917.49225,1,5539.882346,11201.6421,18119.13435,-11123.46416,1
05-013-06564,6564,PR,198,4587,N,172.214,25730,81,1011,4431.06622,562176886,4713729.27,4662.442404,4699.741943,3045.432779,1,4667.104846,4713.775894,7759.208673,-3328.142453,1
05-013-06566,6566,SI,266,3174,N,101.278,62501,0,9,6329.976278,6076749,39003.29,4333.698889,0,0,0,4338.032588,39.04229329,39.04229329,6290.933985,0
05-013-06568,6568,PR,327,7883,N,101.278,48618,0,19,4923.933804,16511820,104797.81,5515.674211,0,0,0,5521.189885,104.9026078,104.9026078,4819.031196,0
05-013-06571,6571,PR,103,2840,N,172.214,24012,82,1007,4135.202568,559931686,4695458.35,4662.81862,4700.121169,3083.279487,1,4667.481438,4695.486327,7778.765814,-3643.563246,1
05-013-06572,6572,SI,206,2372,N,118.368,31130,76,1857,3684.79584,886511890,7362535.78,3964.747324,3996.465302,2429.850904,1,3968.712071,7365.929604,9795.780507,-6110.984667,1
05-013-06573,6573,PR,182,3215,N,118.368,28562,70,1845,3380.826816,880701050,7317256.86,3965.992878,3997.720821,2238.72366,1,3969.958871,7320.604158,9559.327818,-6178.501002,1
05-013-06574,6574,SI,229,2759,N,118.368,32259,71,1852,3818.433312,884765910,7343789.39,3965.329044,3997.051677,2270.325352,1,3969.294373,7347.163885,9617.489237,-5799.055925,1
05-013-06575,6575,PR,141,2636,N,118.368,36384,73,1852,4306.701312,884188210,7341875.78,3964.295778,3996.010144,2333.669924,1,3968.260073,7345.249396,9678.91932,-5372.218008,1
05-013-06576,6576,TA,220,2653,N,118.368,29871,75,1860,3535.770528,887562350,7374914.39,3965.007737,3996.727798,2398.036679,1,3968.972744,7378.320332,9776.357011,-6240.586483,1
05-013-06577,6577,PR,102,5330,N,118.368,26880,69,1848,3181.73184,881325360,7328035.99,3965.38744,3997.11054,2206.405018,1,3969.352828,7331.394673,9537.799691,-6356.067851,1
05-013-06578,6578,SI,235,4329,N,101.278,49657,2,13,5029.161646,10819549,71621.06,5509.312308,5553.386806,88.8541889,1,5514.82162,66.17785944,155.0320483,4874.129598,0
05-013-06579,6579,SI,225,3869,N,93.963,57925,2,50,5442.806775,59270962,367969.77,7359.3954,7418.270563,118.692329,1,7366.754795,360.970985,479.663314,4963.143461,0
05-013-06580,6580,SI,191,4454,N,101.278,43910,0,17,4447.11698,16094599,108243.09,6367.240588,0,0,0,6373.607829,108.3513331,108.3513331,4338.765647,0
05-013-06581,6581,PR,182,3617,N,115.187,44152,0,968,5085.736424,555830646,4623307.39,4776.143998,0,0,0,4780.920142,4627.930697,4627.930697,457.8057266,0
05-013-06582,6582,PR,597,11481,N,101.278,69541,5,2113,7042.973398,1124323155,9214144.31,4360.693,4395.578544,175.8231418,1,4365.053693,9218.993401,9394.816542,-2351.843144,1
05-013-06583,6583,PR,136,3359,N,101.278,22170,5,2109,2245.33326,1122238355,9198566.23,4361.57716,4396.469777,175.8587911,1,4365.938737,9203.398857,9379.257649,-7133.924389,1
05-013-06588,6588,PA,,,N,101.278,550,5,2104,55.7029,1119521855,9176822.78,4361.607785,4396.500647,175.8600259,1,4365.969393,9181.633633,9357.493659,-9301.790759,1
05-013-06591,6591,PR,218,3491,N,115.187,28167,0,956,3244.472229,549745156,4574902.68,4785.463054,0,0,0,4790.248517,4579.477583,4579.477583,-1335.005354,1
05-013-06592,6592,PR,266,4768,N,115.187,34951,0,960,4025.900837,551788546,4590726.96,4782.00725,0,0,0,4786.789257,4595.317687,4595.317687,-569.41685,1
05-013-06594,6594,SI,,3,N,97.463,6047,0,201,589.358761,338205043,2319929,11541.93532,0,0,0,11553.47726,2322.248929,2322.248929,-1732.890168,1
05-013-06595,6595,SI,350,4961,N,101.278,71090,1,44,7199.85302,36627613,247261,5619.568182,5664.524727,45.31619782,1,5625.18775,241.8830733,287.1992711,6912.653749,0
05-013-06596,6596,SI,317,4451,N,101.278,59342,1,44,6010.039076,36627613,247261,5619.568182,5664.524727,45.31619782,1,5625.18775,241.8830733,287.1992711,5722.839805,0
05-013-06597,6597,SI,518,8580,N,101.278,151828,1,20,15376.83618,18914530,129082.92,6454.146,6505.779168,52.04623334,1,6460.600146,122.7514028,174.7976361,15202.03854,0
05-013-06598,6598,SI,126,493,N,101.278,123759,1,20,12534.064,18914530,129082.92,6454.146,6505.779168,52.04623334,1,6460.600146,122.7514028,174.7976361,12359.26636,0
05-013-06599,6599,SI,94,849,N,101.278,35217,1,21,3566.707326,20568070,140546.86,6692.707619,6746.24928,53.96999424,1,6699.400327,133.9880065,187.9580008,3378.749325,0
05-013-06600,6600,SI,203,2857,N,101.278,30869,1,44,3126.350582,36627613,247261,5619.568182,5664.524727,45.31619782,1,5625.18775,241.8830733,287.1992711,2839.151311,0
05-013-06611,6611,SI,158,2225,N,101.278,21858,1,44,2213.734524,36627613,247261,5619.568182,5664.524727,45.31619782,1,5625.18775,241.8830733,287.1992711,1926.535253,0
05-013-06621,6621,SI,178,10,N,168.048,48845,117,2098,8208.30456,1240282915,11046532.38,5265.268055,5307.3902,4967.717227,1,5270.533323,11052.30838,16020.02561,-7811.721046,1
05-013-06625,6625,PR,401,6363,N,101.278,36109,0,619,3657.047302,360327306,2885248.25,4661.144184,0,0,0,4665.805328,2888.133498,2888.133498,768.9138038,0
05-013-06626,6626,PR,225,3033,N,101.278,42745,0,620,4329.12811,361026606,2893489.01,4666.917758,0,0,0,4671.584676,2896.382499,2896.382499,1432.745611,0
05-013-06627,6627,PA,,,N,118.368,32589,0,1635,3857.494752,822144216,6737778.85,4120.965657,0,0,0,4125.086623,6744.516629,6744.516629,-2887.021877,1
05-013-06629,6629,PA,,,N,118.368,19596,0,1630,2319.539328,819572016,6718827.76,4121.980221,0,0,0,4126.102201,6725.546588,6725.546588,-4406.00726,1
05-013-06630,6630,PR,254,4512,N,118.368,39098,0,1631,4627.952064,820079216,6721293.69,4120.964862,0,0,0,4125.085827,6728.014984,6728.014984,-2100.06292,1
05-013-06631,6631,PA,,,N,118.368,49799,0,1633,5894.608032,821164416,6730124.78,4121.325646,0,0,0,4125.446972,6736.854905,6736.854905,-842.2468728,1
05-013-06632,6632,TA,486,6006,N,118.368,76901,0,1626,9102.617568,816861596,6700770.75,4121.015221,0,0,0,4125.136237,6707.471521,6707.471521,2395.146047,0
05-013-06633,6633,PA,,,N,118.368,19614,0,1624,2321.669952,814813896,6685667.66,4116.790431,0,0,0,4120.907221,6692.353328,6692.353328,-4370.683376,1
05-013-06634,6634,PA,,,N,118.368,20787,0,1624,2460.515616,814443596,6682346.7,4114.745505,0,0,0,4118.86025,6689.029047,6689.029047,-4228.513431,1
05-013-06635,6635,SI,161,2518,N,101.278,37640,1,631,3812.10392,378917471,2986821.17,4733.472536,4771.340316,38.17072253,1,4738.206008,2985.069785,3023.240508,788.8634123,0
05-013-06636,6636,PR,334,5377,N,115.187,37671,0,973,4339.209477,557834646,4638851.76,4767.576321,0,0,0,4772.343897,4643.490612,4643.490612,-304.2811348,1
05-013-06637,6637,PR,331,5551,N,115.187,45900,0,953,5287.0833,548408056,4564021.72,4789.109885,0,0,0,4793.898994,4568.585742,4568.585742,718.4975583,0
05-013-06638,6638,PR,396,5269,N,115.187,47342,0,961,5453.182954,552107046,4593318.84,4779.728241,0,0,0,4784.50797,4597.912159,4597.912159,855.2707952,0
05-013-06639,6639,SI,229,2847,N,101.278,29935,1,44,3031.75693,36627613,247261,5619.568182,5664.524727,45.31619782,1,5625.18775,241.8830733,287.1992711,2744.557659,0
05-013-06640,6640,SI,,,N,101.278,5929,1,44,600.477262,36627613,247261,5619.568182,5664.524727,45.31619782,1,5625.18775,241.8830733,287.1992711,313.2779909,0
05-013-06641,6641,PR,400,4506,N,115.187,45508,0,971,5241.929996,557013446,4632932.69,4771.300402,0,0,0,4776.071702,4637.565623,4637.565623,604.3643733,0
05-013-06647,6647,PA,,,N,101.278,19611,1,21,1986.162858,20568070,140546.86,6692.707619,6746.24928,53.96999424,1,6699.400327,133.9880065,187.9580008,1798.204857,0
05-013-06648,6648,SI,58,2108,N,101.278,21464,1,20,2173.830992,18914530,129082.92,6454.146,6505.779168,52.04623334,1,6460.600146,122.7514028,174.7976361,1999.033356,0
05-013-06667,6667,PA,,,N,118.368,41646,0,1621,4929.553728,813243596,6674561.05,4117.557711,0,0,0,4121.675269,6681.235611,6681.235611,-1751.681883,1
